382d671b ADRatio
b346fdbc Shaders/SkinnedMesh/ScrollingCustomAlpha_Fresnel
27efd68f Shaders/SkinnedMesh/ScrollingUVs_Evelynn
002e8cdd Shaders/SkinnedMesh/ScrollingUVs_LayeredMasks_Colorized
c30682be Shaders/SkinnedMesh/ScrollingUVs_Masked_ColorDodge
acd9c708 Shaders/SkinnedMesh/ScrollingUVs_MultiLayer
7a2d2ddb Shaders/SkinnedMesh/ScrollingUVs_MultiLayer_Alpha
22b5f946 Shaders/SkinnedMesh/ScrollingUVs_Overlay
fcd82924 Shaders/SkinnedMesh/ScrollingUVs_Simple
1a38b9f6 Shaders/SkinnedMesh/ScrollingUVs_VertexColorMasked
768c32a5 Shaders/SkinnedMesh/ScrollingUVs_Wipe
dbac9a0a Shaders/SkinnedMesh/Scrolling_ColorDodge_Masked
4428ba95 Shaders/SkinnedMesh/Scrolling_Smoke
91370fff Shaders/SkinnedMesh/Snow
17610e11 Shaders/SkinnedMesh/Specular_Fresnel
b1bdbade Shaders/SkinnedMesh/StealthTransition_Evelynn
7d1d9325 Shaders/SkinnedMesh/Sylas_Base_Mat
052ed217 Shaders/SkinnedMesh/Sylas_Chains
aa841133 Shaders/SkinnedMesh/Sylas_R_Clone
f14c8abc Shaders/SkinnedMesh/Sylas_Skin01_PulseTattoo
e30517ab Shaders/SkinnedMesh/TFT_ChampTiers
f62c20e5 Shaders/SkinnedMesh/TFT_CharacterDissolve
3bf02be3 Shaders/SkinnedMesh/TFT_Grid
6586c0a1 Shaders/SkinnedMesh/TFT_Items
8de2d5bc Shaders/SkinnedMesh/UVOffset
03de4845 Shaders/SkinnedMesh/VerticalMetal
c8807990 Shaders/SkinnedMesh/WaterClone
30e333b5 Shaders/StaticMesh/4TextureBlend_WorldProjected
08c693de Shaders/StaticMesh/AlphaTest_ENV
e4eebf78 Shaders/StaticMesh/Emissive_Basic
820e2bef Shaders/StaticMesh/Env_Glow
a1d5ea2b Shaders/StaticMesh/Env_LLM_BASE
9a6fd6de Shaders/StaticMesh/Env_PulseShader
5f8d0ce1 Shaders/StaticMesh/Env_ScreenEmissive
58a3d3e5 Shaders/StaticMesh/FlickerAlpha_FlipBook
107bbb3c Shaders/StaticMesh/FlowMap
220d268d Shaders/StaticMesh/Hologram
c36636ee Shaders/StaticMesh/HologramSimple_FlipBook
cb5aa63a Shaders/StaticMesh/Hologram_Layered
4dd02d45 Shaders/StaticMesh/Hologram_Rotate
e241d71d Shaders/StaticMesh/Opaque_Sign_Glow
4843cda2 Shaders/StaticMesh/ProjectSign_A
b569e109 Shaders/StaticMesh/SinFade_Alpha
c0e01d90 Shaders/StaticMesh/TFT_Glow
0d40948f Shaders/StaticMesh/TFT_Skybox
f3c714e8 Shaders/StaticMesh/TFT_VertexBend
e3772a98 Shaders/StaticMesh/TFT_VertexOffset
4fa8d7aa Shaders/StaticMesh/TFT_VertexWave
2fd1be66 Shaders/StaticMesh/TFT_Wind_Simple
cb4d513c Shared/Particles/ARAM_InWallParticle
f542ba10 Shared/Particles/BloodSlash
1963e441 Shared/Particles/BoundGimbal
77bf44c4 Shared/Particles/Cursor_Moveto
763fb416 Shared/Particles/Empty
d93a97be Shared/Particles/Global_Haste
090ffc37 Shared/Particles/Global_Poison
2477db0e Shared/Particles/Global_Poison_Child
f1e4ca64 Shared/Particles/Global_Poison_Child_Sphere_Explode
2f9c87fe Shared/Particles/IDAHOT_Homeguard_Trail
8e9f5938 Shared/Particles/Item3161_Active_Hit
c449b332 Shared/Particles/Item3161_Hit_Trail
af20bcef Shared/Particles/Item_3005_AtmasExplosion
0df0ba70 Shared/Particles/Item_3005_Build
90acbd02 Shared/Particles/Item_3005_Enraged
83471c16 Shared/Particles/Item_3005_Fullpower
e90185c0 Shared/Particles/Item_3005_FullpowerSelf
e565dd00 Shared/Particles/Item_3161_Cast
0f1d18b9 Shared/Particles/Item_3161_Cast_Little
7d851fa4 Shared/Particles/Item_3161_DR_Big
b3a1cdce Shared/Particles/Item_3161_Reset
e4f1e28a Shared/Particles/Item_EssenceReaver_Buff
2b640a36 Shared/Particles/Item_GhostWalker_ActiveBuff
9b0bbb4d Shared/Particles/Item_GhostWalker_AvatarMesh
efe07d0e Shared/Particles/Item_GhostWalker_CloudTrail
d92448ef Shared/Particles/Item_GhostWalker_EntryPoof
28e90c1f Shared/Particles/Item_PhantomDancer_Base_Shield
b3b3e4e7 Shared/Particles/Item_PhantomDancer_Haste
1586cf95 Shared/Particles/Item_PhantomDancer_Shield_Pop
04b9193c Shared/Particles/Item_Spectral_AvatarMesh
b9fb4632 Shared/Particles/Item_Spectral_Dagger
e77bf618 Shared/Particles/Item_Spectral_TimerPlayer
7abb6860 Shared/Particles/Item_Spectral_Trail
326f9fdf Shared/Particles/Item_Windblade_Buff
db11c30a Shared/Particles/Item_Windblade_Buff_Active
14f74594 Shared/Particles/Item_Windblade_OnHit
eff06d4f Shared/Particles/Library/HitEffect/HitEffect_Magic_L_01
f0f06ee2 Shared/Particles/Library/HitEffect/HitEffect_Magic_L_02
f1f07075 Shared/Particles/Library/HitEffect/HitEffect_Magic_L_03
c74c01da Shared/Particles/Library/HitEffect/HitEffect_Magic_M_01
c64c0047 Shared/Particles/Library/HitEffect/HitEffect_Magic_M_02
c54bfeb4 Shared/Particles/Library/HitEffect/HitEffect_Magic_M_03
c44bfd21 Shared/Particles/Library/HitEffect/HitEffect_Magic_M_04
c24bf9fb Shared/Particles/Library/HitEffect/HitEffect_Magic_M_06
0cb7540c Shared/Particles/Library/HitEffect/HitEffect_Magic_S_01
0fb758c5 Shared/Particles/Library/HitEffect/HitEffect_Magic_S_02
09b74f53 Shared/Particles/Library/HitEffect/HitEffect_Magic_S_04
c37286b3 Shared/Particles/Library/HitEffect/HitEffect_Physical_L_01
c4728846 Shared/Particles/Library/HitEffect/HitEffect_Physical_L_02
c6728b6c Shared/Particles/Library/HitEffect/HitEffect_Physical_L_04
c7728cff Shared/Particles/Library/HitEffect/HitEffect_Physical_L_05
46e6475e Shared/Particles/Library/HitEffect/HitEffect_Physical_M_01
44e64438 Shared/Particles/Library/HitEffect/HitEffect_Physical_M_03
4be64f3d Shared/Particles/Library/HitEffect/HitEffect_Physical_M_04
4ae64daa Shared/Particles/Library/HitEffect/HitEffect_Physical_M_05
49e64c17 Shared/Particles/Library/HitEffect/HitEffect_Physical_M_06
0f18b348 Shared/Particles/Library/HitEffect/HitEffect_Physical_S_01
1218b801 Shared/Particles/Library/HitEffect/HitEffect_Physical_S_02
1118b66e Shared/Particles/Library/HitEffect/HitEffect_Physical_S_03
1418bb27 Shared/Particles/Library/HitEffect/HitEffect_Physical_S_04
1318b994 Shared/Particles/Library/HitEffect/HitEffect_Physical_S_05
aa39a2d5 Shared/Particles/MissingBone
b6342524 Shared/Particles/MissingInstant
34f894bc Shared/Particles/MissingLingering
b57b7992 Shared/Particles/NPC_Pet_Glow_Common
2a32510b Shared/Particles/NPC_Pet_Glow_Rare
b5e616a5 Shared/Particles/NPC_Pet_Glow_Uncommon
344e6efa Shared/Particles/Poro_Throw_Skin11
85b2fb41 Shared/Particles/PreSeason_Palisade_Burn
155f18cd Shared/Particles/PreSeason_Palisade_Pip
7cdc22f6 Shared/Particles/PreSeason_Palisade_Pip_Open
7700a6d8 Shared/Particles/PreSeason_Turret_Shield_Break_Reward
c10a051d Shared/Particles/PreSeason_Turret_Shield_Break_Reward_Child
ac552bfa Shared/Particles/PreSeason_Turret_Shield_Chaos_Flicker
bcd601f5 Shared/Particles/PreSeason_Turret_Shield_Gold_Reward_Mis
1faeacb2 Shared/Particles/PreSeason_Turret_Shield_Order_Flicker
13a5b197 Shared/Particles/PreSeason_Turret_Shield_Shielded
0fda9acd Shared/Particles/Preseason_Outer_Turret_Vulnerable_State
d8e273e2 Shared/Particles/Preseason_Palisades_Demolish_Tar
7a62b089 Shared/Particles/Preseason_Palisades_Resists_Stage_1
7762abd0 Shared/Particles/Preseason_Palisades_Resists_Stage_2
7862ad63 Shared/Particles/Preseason_Palisades_Resists_Stage_3
7d62b542 Shared/Particles/Preseason_Palisades_Resists_Stage_4
b4bf6079 Shared/Particles/SRU_Lion_Chess_Break
d7abd279 Shared/Particles/SRU_Lion_Chess_Spawn
fb613b9f Shared/Particles/SRU_Wolf_Chess_Break
b0f5c26f Shared/Particles/SRU_Wolf_Chess_Spawn
247287e4 Shared/Particles/Shared_UI_DottedBeamIndicator
848aaff3 Shared/Particles/SotD_AoE
13bfaa3f Shared/Particles/SotD_Tar
b28877ad Shared/Particles/SotD_Z_Type4
ab3c696d Shared/Particles/Tournament_Base_SuddenDeath_DamageWindUp
c8abce01 Shared/Particles/Tutorial_CinematicFade_CameraBound
e522561b Shared/Particles/Tutorial_Cinematic_CameraBound
33d6560f Shared/Particles/Tutorial_Stasis
7bbb6331 Shared/Particles/globalhit_bloodslash
ae22ebe6 Shared/Particles/globalhit_bloodslash_crit
2207870e Shared/Particles/globalhit_orange_tar
7cdfb52d Shared/Particles/globalhit_physical
57368cba Shared/Particles/globalhit_physical_crit
76c520f4 Shared/Particles/globalhit_yellow_tar
6275f9b3 Shared/Particles/tutorial_runway_arrows
f38d368a Shared/Spells/3095_Slow
d35b99a6 Shared/Spells/3193Buff
c3404243 Shared/Spells/ARAMChaosTurretFrontBasicAttack
009661b8 Shared/Spells/ARAMChaosTurretInhibBasicAttack
2854b7ab Shared/Spells/ARAMChaosTurretNexusBasicAttack
165d05db Shared/Spells/ARAMChaosTurretNexusBasicAttack2
5dcb3463 Shared/Spells/ARAMChaosTurretShrineBasicAttack
ab9b4f43 Shared/Spells/ARAMOrderTurretFrontBasicAttack
967e0ee3 Shared/Spells/ARAMOrderTurretFrontBasicAttack2
e8f16eb8 Shared/Spells/ARAMOrderTurretInhibBasicAttack
10afc4ab Shared/Spells/ARAMOrderTurretNexusBasicAttack
2520ab63 Shared/Spells/ARAMOrderTurretShrineBasicAttack
e22551d1 Shared/Spells/AatroxBerserkChannel
a6e016b2 Shared/Spells/Abyssal Scepter
6de91455 Shared/Spells/Abyssal Scepter Aura
d6a68d0b Shared/Spells/AbyssalScepterAuraSelf
731cc51e Shared/Spells/Aegis of the Legion
718356a6 Shared/Spells/Aegis of the Legion Friend
0a7c7c40 Shared/Spells/AlistarTrample
eb9a1413 Shared/Spells/AncientGolemBasicAttack
048daff3 Shared/Spells/AncientGolemBasicAttack2
038dae60 Shared/Spells/AncientGolemBasicAttack3
91b16cf7 Shared/Spells/AramSpeedShrineBuff
577ed13c Shared/Spells/AscBuffIcon
dfce2332 Shared/Spells/AscRelicCaptureChannel
e411e3dd Shared/Spells/AscWarpProtection
f235942d Shared/Spells/AssassinMode_KillstreakBuff
93c2c1f3 Shared/Spells/AssassinMode_KillstreakReady
a4481156 Shared/Spells/AssassinMode_OutOfCombatVisualBuff
ab24742b Shared/Spells/AwesomeBuff
3f720621 Shared/Spells/AwesomeHealIndicator
0ecd8608 Shared/Spells/AwesomeShieldIndicator
89413a50 Shared/Spells/AzirTowerClick
0f3bd108 Shared/Spells/BWDefenseUpgrade
342a5cbb Shared/Spells/BWDefenseUpgrade1
352a5e4e Shared/Spells/BWDefenseUpgrade2
362a5fe1 Shared/Spells/BWDefenseUpgrade3
151fc7a1 Shared/Spells/BWMerc14Shield
629ee3d6 Shared/Spells/BWMercCurrency
c427cb07 Shared/Spells/BWMercenaryUpgrade1
c527cc9a Shared/Spells/BWMercenaryUpgrade2
c627ce2d Shared/Spells/BWMercenaryUpgrade3
1090035a Shared/Spells/BWOffenseUpgrade
7db56171 Shared/Spells/BWOffenseUpgrade1
7ab55cb8 Shared/Spells/BWOffenseUpgrade2
7bb55e4b Shared/Spells/BWOffenseUpgrade3
505b7cea Shared/Spells/BansheesVeil
b45cf4e2 Shared/Spells/BardPortalClick
23fefd75 Shared/Spells/BaronNashorLines
cbb0e86e Shared/Spells/BaronRegen
778bc894 Shared/Spells/BaseSpell
712bc24b Shared/Spells/BilgewaterARAMAura
4457f581 Shared/Spells/BilgewaterMercenary11
7cfae1d7 Shared/Spells/BilgewaterMercenary11Ring
c5acd006 Shared/Spells/BilgewaterMercenary11UpgradeBuff
4157f0c8 Shared/Spells/BilgewaterMercenary12
8cd579cd Shared/Spells/BilgewaterMercenary12UpgradeBuff
4257f25b Shared/Spells/BilgewaterMercenary13
938ae321 Shared/Spells/BilgewaterMercenary13SplitShot
a5992d00 Shared/Spells/BilgewaterMercenary13UpgradeBuff
4757fa3a Shared/Spells/BilgewaterMercenary14
5e8d7ed7 Shared/Spells/BilgewaterMercenary14UpgradeBuff
7a95f0e4 Shared/Spells/Black Cleaver
a655e569 Shared/Spells/BlackOmen
bece6511 Shared/Spells/BlackfireTorchBurn
6d91e9e9 Shared/Spells/BlackfireTorchCharges
501940b5 Shared/Spells/Bleed
780c3d51 Shared/Spells/BlessingOfTheLizardElderLines
293ebeab Shared/Spells/BlessingOfTheLizardElderSlow
ac5b6d5a Shared/Spells/BlessingoftheLizardElder
22d58e2a Shared/Spells/Blind
38b26084 Shared/Spells/Blood Awareness
f826beb6 Shared/Spells/Blood Scent
2e5166c3 Shared/Spells/BloodScentSelfBuff
1bfcc880 Shared/Spells/Bloodmail2
a8cccab2 Shared/Spells/BlueCardLock
d604887b Shared/Spells/Blue_Minion_BasicBasicAttack
32228aeb Shared/Spells/Blue_Minion_BasicBasicAttack2
31228958 Shared/Spells/Blue_Minion_BasicBasicAttack3
cf6ff0b3 Shared/Spells/Blue_Minion_BasicCritAttack
cdfbe8bc Shared/Spells/Blue_Minion_HealerBasicAttack
7cfb2f5f Shared/Spells/Blue_Minion_MechCannonBasicAttack
2c6ba897 Shared/Spells/Blue_Minion_MechCannonBasicAttack2
db47fee7 Shared/Spells/Blue_Minion_MechCannonCritAttack
60690f78 Shared/Spells/Blue_Minion_MechMeleeBasicAttack
0f63117e Shared/Spells/Blue_Minion_MechMeleeBasicAttack2
10631311 Shared/Spells/Blue_Minion_MechMeleeBasicAttack3
2c791aae Shared/Spells/Blue_Minion_MechMeleeCritAttack
d21cb15e Shared/Spells/Blue_Minion_WizardBasicAttack
2f2b4d04 Shared/Spells/Blue_Minion_WizardBasicAttack2
526b4e5c Shared/Spells/Blue_Minion_WizardCritAttack
4c3e3f04 Shared/Spells/BootsDeathmarchSpeed
4a86b6ac Shared/Spells/BootsHomeguard
15b81e87 Shared/Spells/BootsHomeguardSpeed
7b573d39 Shared/Spells/BootsMobilityVisual
98d601a5 Shared/Spells/BowMasterFocusDisplay
22eef1b2 Shared/Spells/Burning
0e23160b Shared/Spells/CardMasterStackParticle
2ff019ee Shared/Spells/CardmasterSlow
a8e0cd5a Shared/Spells/CatalystHeal
0070a42f Shared/Spells/CatalystTheProtector
6ae9f67a Shared/Spells/ChaosTurretGiantBasicAttack
c78e57e6 Shared/Spells/ChaosTurretNormalBasicAttack
ca3158d6 Shared/Spells/ChaosTurretShrineBasicAttack
3ea4d245 Shared/Spells/ChaosTurretTutorialBasicAttack
026427f4 Shared/Spells/ChaosTurretWorm2BasicAttack
a0ae05ee Shared/Spells/ChaosTurretWormBasicAttack
cdf33954 Shared/Spells/ChaosTurretWormBasicAttack2
258a4960 Shared/Spells/Charging
7b7ce2f6 Shared/Spells/Charm
fe4eb83e Shared/Spells/Chilled
b7ecde08 Shared/Spells/Cleanse
9dae8279 Shared/Spells/CoinDeathReduction
bd8b2f7a Shared/Spells/CoinQuestDisplay
f89faf5a Shared/Spells/CoinQuestDisplayTT
7d2f3c22 Shared/Spells/ColorFusionDash
096922c9 Shared/Spells/ColorFusionPull
66e38b64 Shared/Spells/ContribScoreCCData
fa196b66 Shared/Spells/ContribScoreVisionData
4311ec18 Shared/Spells/ContribScoreWardData
fbabaa79 Shared/Spells/CorkiBombPickUp
704ba933 Shared/Spells/CounterStrike
84cf5579 Shared/Spells/CrestOfTheAncientGolemLines
a5b06942 Shared/Spells/CrestoftheAncientGolem
9f810b99 Shared/Spells/CrestoftheAncientGolemAura
b3a5c646 Shared/Spells/Cripple
2f55cd3c Shared/Spells/CursedTouch
8df35e06 Shared/Spells/CursedTouchMarker
1e437a47 Shared/Spells/DamageAbsorb
e64a646b Shared/Spells/DarkStarBlankSpell
4a6e0ee6 Shared/Spells/DarkstarHookPostInvuln
37e48a8d Shared/Spells/DarkstarLanternInvuln
a2f6a387 Shared/Spells/DarkstarPowerupMissile
b092ea86 Shared/Spells/DarkstarSpawnInvuln
3b692a44 Shared/Spells/Deathfire Grasp
aa8ac7d0 Shared/Spells/DeathfireGraspSpell
ed85b173 Shared/Spells/Destiny Marker
bca3dc25 Shared/Spells/DoomBotsBossDartSpray
c18911b3 Shared/Spells/DoomBotsCurseAurelionSol
19776136 Shared/Spells/DoomBotsCurseBardRStasis
6f8b5c40 Shared/Spells/DoomBotsCurseKarthus
34fcc841 Shared/Spells/DoomBotsCurseKarthusBuff
e1314686 Shared/Spells/DoomBotsCurseMorde_MinionHandler
14712fe6 Shared/Spells/DoomBotsCurseRyze
ce450cb6 Shared/Spells/DoomBotsCurseTowerChargeBuff
7b6e4a0e Shared/Spells/DoomBotsDifficultyIndicator
d77005bc Shared/Spells/DoomBotsGiantDart
524ae99a Shared/Spells/DoomBotsHealMissile
4e79adf4 Shared/Spells/DoomBotsPlayerDarkSideDebuff
8e17db69 Shared/Spells/DoomBotsRecall
6f869885 Shared/Spells/DoomBotsRewardTracker
00aace3b Shared/Spells/DoomBotsSummoningVisualMissile
2075a4c2 Shared/Spells/DragonBasicAttack
585e28fb Shared/Spells/DragonBuffAir
3381153b Shared/Spells/DragonBuffEarth
c6702a25 Shared/Spells/DragonBuffFire
6b33366c Shared/Spells/DragonBuffWater
0c6676d0 Shared/Spells/DragonBuff_TooltipManager
4f334363 Shared/Spells/DragonBurning
9b0ca6ac Shared/Spells/DravenDot
03744f1e Shared/Spells/DreadnoughtHighMS
0ef21398 Shared/Spells/DreadnoughtLowMS
1aaa891c Shared/Spells/DreadnoughtMaxMS
a9cd3cb1 Shared/Spells/DreadnoughtMediumMS
34af26b9 Shared/Spells/DreadnoughtMomentumBuff
cdc896d7 Shared/Spells/DreadnoughtSlow
a792f8f1 Shared/Spells/DummyPercentHealthResistance
513df5c9 Shared/Spells/EgolasherActive
77121947 Shared/Spells/EgolasherActiveCounter
8a34282b Shared/Spells/EgolasherActiveMarker
7d960ea7 Shared/Spells/ElderDragonBuff
3e7b43aa Shared/Spells/Elixer of Brilliance
dccec4af Shared/Spells/Elixer of Elusiveness
91a21039 Shared/Spells/Elixer of Fortitude
7c64cc45 Shared/Spells/Emblem of Valour
3c10ec14 Shared/Spells/Emblem of Valour Aura
e7efd750 Shared/Spells/EmpowerTwo
5aaca9b3 Shared/Spells/EmpoweredElderDragonBuff
60542c5b Shared/Spells/Enchantment_Devourer_Sated
0ccb7ce9 Shared/Spells/Enchantment_Slayer_Stacks
8c37eb1a Shared/Spells/Energized
f4bd31d4 Shared/Spells/Entropy
49d574d0 Shared/Spells/Eternal Thirst
256e2e21 Shared/Spells/EternalThirstBuff
158eaf87 Shared/Spells/EvelynnRShield
0387120b Shared/Spells/EvelynnRSlow
f5febe61 Shared/Spells/EvelynnStealthMarker
93c5f8d3 Shared/Spells/EvelynnWActive
08e0ff92 Shared/Spells/EvelynnWPassive
b7cf8d9f Shared/Spells/Exalted with Baron Nashor
45c4b43f Shared/Spells/ExaltedWithBaronNashor
7bc3f219 Shared/Spells/ExaltedWithBaronNashorMinion
ced519fe Shared/Spells/ExaltedWithMiniBaronNashor
0ebacd24 Shared/Spells/ExaltedWithMiniBaronNashorMinion
ebea9d92 Shared/Spells/ExplainDoomBotsCurseAurelionSol
fc69cec6 Shared/Spells/ExplainDoomBotsCurseBard
baa11063 Shared/Spells/ExplainDoomBotsCurseBrushfire
58b58224 Shared/Spells/ExplainDoomBotsCurseGiantDarts
6022f4bd Shared/Spells/ExplainDoomBotsCurseKarthus
3b10919e Shared/Spells/ExplainDoomBotsCurseMorde
834eff09 Shared/Spells/ExplainDoomBotsCurseRyze
22b7e90e Shared/Spells/ExplainDoomBotsCurseTowerCharge
cb9edcb7 Shared/Spells/ExplainDoomBotsPlayerBrandLimiter
122d016e Shared/Spells/ExplainDoomBotsPlayerKarthusLimiter
73cb68b2 Shared/Spells/ExplainDoomBotsPlayerKogMawLimiter
45ab8dd3 Shared/Spells/ExplainDoomBotsPlayerSionLimiter
978a4043 Shared/Spells/ExplainNightmareBotSpiritAkali
76fc750e Shared/Spells/ExplainNightmareBotSpiritMystery
d4217c12 Shared/Spells/ExplainNightmareBotSpiritPantheon
de8ef087 Shared/Spells/ExplainNightmareBotSpiritShaco
52bcb157 Shared/Spells/ExplainNightmareBotSpiritSinged
dfdf7edb Shared/Spells/ExplainNightmareBotSpiritWarwick
26ef2ff1 Shared/Spells/Fear
807f4f0c Shared/Spells/Ferocious Howl
69de5484 Shared/Spells/FigureheadSpellShield
336028f9 Shared/Spells/FioraDance
2351fc63 Shared/Spells/FioraDanceStrike
3f5d181c Shared/Spells/FioraDuelist
176f9647 Shared/Spells/FioraDuelistHot
d2b21e3e Shared/Spells/FioraFlurry
a0662e76 Shared/Spells/FioraFlurryDummy
0d284b2e Shared/Spells/FioraFlurryMS
8c9a1702 Shared/Spells/FioraQCD
a65f1437 Shared/Spells/FioraQDebuff
1a233e4c Shared/Spells/FioraQLunge
9800c53c Shared/Spells/FioraRiposte
65437b45 Shared/Spells/FioraRiposteBuff
4fa95384 Shared/Spells/FioraRiposteMissile
61b832d9 Shared/Spells/FioraRiposteMissileTower
ea277cf3 Shared/Spells/FioraRiposteMissileTowerChs
4c2f93cf Shared/Spells/FioraRiposteMissileTowerDom
013242cd Shared/Spells/Flash Frost
0b5e22c7 Shared/Spells/Flee
feaea5d0 Shared/Spells/ForceofNature
2babc995 Shared/Spells/ForgeShopClicker
0a21aa14 Shared/Spells/Fortify
c8773abd Shared/Spells/FortifyBuff
c56ad4d6 Shared/Spells/FrostQueensShred
cfecbb92 Shared/Spells/FrostQueensSpeedup
33b9cc13 Shared/Spells/FrostQuestDisplay
d16c3183 Shared/Spells/FrostQuestDisplayTT
89d86ef5 Shared/Spells/Frozen Mallet Slow
4215eb94 Shared/Spells/FrozenHeartAura
f8b384ee Shared/Spells/GangplankRUpgradeTracker
7424e5d8 Shared/Spells/Gemcraft
b232a246 Shared/Spells/GiantWolfBasicAttack
f9b5bc9c Shared/Spells/GiantWolfBasicAttack2
fab5be2f Shared/Spells/GiantWolfBasicAttack3
acd32e03 Shared/Spells/GlobalCannotClickObjects
ab382fd4 Shared/Spells/GlobalEmptyBuff
2fc98ab8 Shared/Spells/GoldCardLock
bbc7c21d Shared/Spells/GolemBasicAttack
ca76affd Shared/Spells/GolemBasicAttack2
e8cef271 Shared/Spells/GolemOdinBasicAttack
000be852 Shared/Spells/GrievousWound
3248b59d Shared/Spells/Guardian Angel
ed0d4cd5 Shared/Spells/GuinsoosRageblade
be4ad77e Shared/Spells/Hamstring
1d260729 Shared/Spells/HandOfBaron
00af836f Shared/Spells/Hardening
aee1baea Shared/Spells/HasBeenRevived
1f0fdeb2 Shared/Spells/Haste
80d72375 Shared/Spells/Headshot Marker
638aaec7 Shared/Spells/HealCheck
eb22b3cc Shared/Spells/Health Potion
01758355 Shared/Spells/HeraldCaptureSpell
dd1c06cd Shared/Spells/Hexdrinker
49ace36c Shared/Spells/HexdrinkerMaw
a55eacdc Shared/Spells/HexdrunkEmpowered
9dd5f4d8 Shared/Spells/HexdrunkTimerCD
febf6d32 Shared/Spells/HextechGunbladeDebuff
58e50bce Shared/Spells/HextechGunbladeSpell
0c2c7c4e Shared/Spells/HowlingAbyssAura
2b61480e Shared/Spells/HowlingAbyssHomestart
81c0346d Shared/Spells/Iceblast Slow
4db97981 Shared/Spells/InfectedCleaverDebuff
74b43c31 Shared/Spells/Infinite Duress
872a53be Shared/Spells/InfiniteDuressSound
b9d42dfd Shared/Spells/Insanity Potion
e8857873 Shared/Spells/IreliaBasicAttack
4b1c4e53 Shared/Spells/IreliaBasicAttack2
6e71b6da Shared/Spells/IreliaGatotsuDash
d865c768 Shared/Spells/IreliaHitenStyleCharged
acdca0f1 Shared/Spells/IreliaIonianDuelist
fa855120 Shared/Spells/IronStylusAura
a00dd7ce Shared/Spells/IronStylusBuff
c9689425 Shared/Spells/IronStylusCheck
73718f0f Shared/Spells/Is Ninja
72b1ba1a Shared/Spells/Item3193Active
935214e3 Shared/Spells/ItemAegis of the Legion
63bb2241 Shared/Spells/ItemAegis of the Legion Friend
bd78384d Shared/Spells/ItemAngelHandBuff
137634d8 Shared/Spells/ItemAquaHelix
710dc37f Shared/Spells/ItemAvalancheRallyDamageBuff
f94c732c Shared/Spells/ItemAvalancheRallyMvmtBuff
56c09842 Shared/Spells/ItemAvalancheSheen
3374cadc Shared/Spells/ItemBTOverhealDecay
448ff7c7 Shared/Spells/ItemBTOverhealTimer
2b0ba3ca Shared/Spells/ItemBansheesVeilRegen
b3a35997 Shared/Spells/ItemBlackfireTorchSpell
7d8667f1 Shared/Spells/ItemBloodyHydra
c06129c9 Shared/Spells/ItemChillingSmiteSpeed
e885f0ee Shared/Spells/ItemClairvoyance
da8cea1b Shared/Spells/ItemClairvoyanceSight
39711abc Shared/Spells/ItemCryptic
79610d3b Shared/Spells/ItemCrypticDelay
5b072804 Shared/Spells/ItemCrypticMissile
714594c7 Shared/Spells/ItemCrypticOrbMissile
45897daf Shared/Spells/ItemCrypticOrbMissile2
2052647d Shared/Spells/ItemCrystalFlaskCharge
d7959b42 Shared/Spells/ItemDarkFlaskBurn
655ba9d9 Shared/Spells/ItemDeathsDoorBleed
3a49448f Shared/Spells/ItemDevourerRangedAttack
c33cbea0 Shared/Spells/ItemDevourerTransform
561cdb9c Shared/Spells/ItemDisable
c654c025 Shared/Spells/ItemDisableShacoBox
65374257 Shared/Spells/ItemDoransShieldPassive
2709d8cd Shared/Spells/ItemDuskAlert
00b6532a Shared/Spells/ItemDuskAlertTriggered
116e3410 Shared/Spells/ItemDuskNightfall
e4550326 Shared/Spells/ItemDuskNightstalkerDamageProc
9a11c133 Shared/Spells/ItemEssenceReaverPrimedBuff
4c4e41c7 Shared/Spells/ItemEssenceReaverUltBuff
091b9785 Shared/Spells/ItemFaithShakerFreezeParticle
04c0fbf8 Shared/Spells/ItemFeralFlareCounter
